Name,geometry_layer,wkt
,"Section #47, 132kV, 'ad400', from Str. #707 Set 25 'AG-P5' to Str. #708 Set 25
                    'AG-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'","MULTILINESTRING Z ((8.0610252528 47.405703025 385.35, 8.0609545672 47.4056871241 384.3796, 8.0608838816 47.4056712231 383.4542, 8.0608131961 47.4056553221 382.574, 8.0607425106 47.405639421 381.7387, 8.0606718251 47.4056235199 380.9485, 8.0606011397 47.4056076187 380.2031, 8.0605304544 47.4055917175 379.5026, 8.060459769 47.4055758163 378.8469, 8.0603890838 47.405559915 378.236, 8.0603183985 47.4055440137 377.6698, 8.0602477133 47.4055281123 377.1484, 8.0601770282 47.4055122109 376.6716, 8.0601063431 47.4054963094 376.2394, 8.060035658 47.4054804079 375.8519, 8.059964973 47.4054645064 375.509, 8.059894288 47.4054486048 375.2106, 8.059823603 47.4054327031 374.9568, 8.0597529181 47.4054168015 374.7475, 8.0596822333 47.4054008997 374.5828, 8.0596115485 47.405384998 374.4625, 8.0595408637 47.4053690962 374.3868, 8.059470179 47.4053531943 374.3556, 8.0593994943 47.4053372924 374.3688, 8.0593288096 47.4053213905 374.4266, 8.059258125 47.4053054885 374.5289, 8.0591874404 47.4052895865 374.6756, 8.0591167559 47.4052736844 374.8669, 8.0590460715 47.4052577823 375.1028, 8.058975387 47.4052418801 375.3831, 8.0589047026 47.4052259779 375.7081, 8.0588340183 47.4052100757 376.0776, 8.058763334 47.4051941734 376.4917, 8.0586926497 47.4051782711 376.9504, 8.0586219655 47.4051623687 377.4538, 8.0585512813 47.4051464663 378.0019, 8.0584805971 47.4051305638 378.5948, 8.0584099131 47.4051146613 379.2324, 8.058339229 47.4050987588 379.9148, 8.058268545 47.4050828562 380.642, 8.058197861 47.4050669536 381.4141, 8.0581271771 47.4050510509 382.2312, 8.0580564932 47.4050351482 383.0933, 8.0579858094 47.4050192454 384.0004, 8.0579151256 47.4050033426 384.9526, 8.0578444418 47.4049874398 385.95))"
Section #48,"Section #48, 132kV, 'ad400', from Str. #707 Set 26 'AG-P6' to Str. #708 Set 46
                    'AD-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'",POINT Z (8.0594209992 47.4053684942 374.4019)
,"Section #48, 132kV, 'ad400', from Str. #707 Set 26 'AG-P6' to Str. #708 Set 46
                    'AD-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'","MULTILINESTRING Z ((8.0610087547 47.4057245721 385.35, 8.0609381878 47.405708747 384.3835, 8.0608676209 47.4056929218 383.4619, 8.0607970541 47.4056770966 382.5853, 8.0607264873 47.4056612713 381.7534, 8.0606559206 47.4056454461 380.9664, 8.0605853539 47.4056296207 380.2241, 8.0605147872 47.4056137953 379.5264, 8.0604442206 47.4055979699 378.8734, 8.060373654 47.4055821445 378.265, 8.0603030875 47.405566319 377.7012, 8.060232521 47.4055504934 377.1819, 8.0601619546 47.4055346678 376.707, 8.0600913882 47.4055188422 376.2767, 8.0600208218 47.4055030165 375.8907, 8.0599502555 47.4054871908 375.5492, 8.0598796892 47.405471365 375.2521, 8.059809123 47.4054555392 374.9994, 8.0597385568 47.4054397133 374.791, 8.0596679907 47.4054238874 374.627, 8.0595974246 47.4054080615 374.5073, 8.0595268585 47.4053922355 374.4319, 8.0594562925 47.4053764095 374.4008, 8.0593857265 47.4053605834 374.4141, 8.0593151605 47.4053447573 374.4717, 8.0592445947 47.4053289312 374.5736, 8.0591740288 47.405313105 374.7198, 8.059103463 47.4052972787 374.9104, 8.0590328972 47.4052814524 375.1453, 8.0589623315 47.4052656261 375.4246, 8.0588917658 47.4052497997 375.7483, 8.0588212001 47.4052339733 376.1164, 8.0587506345 47.4052181469 376.5289, 8.058680069 47.4052023204 376.9859, 8.0586095035 47.4051864938 377.4873, 8.058538938 47.4051706672 378.0333, 8.0584683725 47.4051548406 378.6238, 8.0583978072 47.4051390139 379.2589, 8.0583272418 47.4051231872 379.9386, 8.0582566765 47.4051073605 380.663, 8.0581861112 47.4050915336 381.4321, 8.058115546 47.4050757068 382.2459, 8.0580449808 47.4050598799 383.1046, 8.0579744157 47.405044053 384.0081, 8.0579038506 47.405028226 384.9566, 8.0578332855 47.405012399 385.95))"
Section #49,"Section #49, 0kV, 'Erdseil200', from Str. #707 Set 39 'AG-G1' to Str. #708 Set
                    59 'AD-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'",POINT Z (8.0594106857 47.4053861909 381.6161)
,"Section #49, 0kV, 'Erdseil200', from Str. #707 Set 39 'AG-G1' to Str. #708 Set
                    59 'AD-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'","MULTILINESTRING Z ((8.0609971449 47.4057397348 391.35, 8.0609266351 47.4057240222 390.5216, 8.0608561253 47.4057083096 389.7303, 8.0607856156 47.4056925969 388.9759, 8.0607151059 47.4056768841 388.2584, 8.0606445963 47.4056611713 387.5778, 8.0605740867 47.4056454585 386.9341, 8.0605035772 47.4056297456 386.3272, 8.0604330676 47.4056140327 385.7571, 8.0603625582 47.4055983198 385.2238, 8.0602920488 47.4055826068 384.7273, 8.0602215394 47.4055668937 384.2675, 8.06015103 47.4055511806 383.8445, 8.0600805207 47.4055354675 383.4581, 8.0600100115 47.4055197543 383.1085, 8.0599395022 47.4055040411 382.7955, 8.0598689931 47.4054883278 382.5192, 8.0597984839 47.4054726145 382.2795, 8.0597279748 47.4054569012 382.0765, 8.0596574658 47.4054411878 381.9101, 8.0595869568 47.4054254744 381.7803, 8.0595164478 47.4054097609 381.6872, 8.0594459389 47.4053940474 381.6306, 8.05937543 47.4053783338 381.6107, 8.0593049212 47.4053626202 381.6274, 8.0592344124 47.4053469066 381.6807, 8.0591639036 47.4053311929 381.7706, 8.0590933949 47.4053154791 381.8971, 8.0590228862 47.4052997654 382.0603, 8.0589523776 47.4052840515 382.26, 8.058881869 47.4052683377 382.4965, 8.0588113604 47.4052526238 382.7695, 8.0587408519 47.4052369098 383.0793, 8.0586703434 47.4052211958 383.4257, 8.058599835 47.4052054818 383.8087, 8.0585293266 47.4051897677 384.2285, 8.0584588183 47.4051740536 384.6851, 8.05838831 47.4051583394 385.1783, 8.0583178017 47.4051426252 385.7083, 8.0582472935 47.405126911 386.2752, 8.0581767853 47.4051111967 386.8788, 8.0581062772 47.4050954823 387.5192, 8.0580357691 47.405079768 388.1966, 8.057965261 47.4050640535 388.9108, 8.057894753 47.4050483391 389.6619, 8.0578242451 47.4050326246 390.45))"
Section #50,"Section #50, 132kV, 'ad400', from Str. #707 Set 41 'AD-P1' to Str. #708 Set 21
                    'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'",POINT Z (8.0593974496 47.4054083988 377.7244)
,"Section #50, 132kV, 'ad400', from Str. #707 Set 41 'AD-P1' to Str. #708 Set 21
                    'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'","MULTILINESTRING Z ((8.0609812578 47.4057604838 388.85, 8.0609108659 47.4057448361 387.8786, 8.0608404741 47.4057291883 386.9519, 8.0607700824 47.4057135405 386.0698, 8.0606996907 47.4056978926 385.2322, 8.060629299 47.4056822447 384.4392, 8.0605589074 47.4056665967 383.6906, 8.0604885158 47.4056509487 382.9864, 8.0604181242 47.4056353007 382.3265, 8.0603477327 47.4056196526 381.711, 8.0602773412 47.4056040045 381.1398, 8.0602069498 47.4055883563 380.6128, 8.0601365584 47.4055727081 380.13, 8.0600661671 47.4055570598 379.6914, 8.0599957758 47.4055414115 379.297, 8.0599253845 47.4055257632 378.9467, 8.0598549933 47.4055101148 378.6405, 8.0597846021 47.4054944663 378.3784, 8.0597142109 47.4054788179 378.1604, 8.0596438198 47.4054631693 377.9864, 8.0595734288 47.4054475208 377.8565, 8.0595030378 47.4054318722 377.7706, 8.0594326468 47.4054162235 377.7288, 8.0593622559 47.4054005748 377.731, 8.059291865 47.4053849261 377.7773, 8.0592214741 47.4053692773 377.8676, 8.0591510833 47.4053536285 378.0019, 8.0590806925 47.4053379797 378.1803, 8.0590103018 47.4053223307 378.4027, 8.0589399111 47.4053066818 378.6692, 8.0588695205 47.4052910328 378.9799, 8.0587991299 47.4052753838 379.3346, 8.0587287393 47.4052597347 379.7334, 8.0586583488 47.4052440856 380.1765, 8.0585879583 47.4052284364 380.6637, 8.0585175679 47.4052127872 381.1951, 8.0584471775 47.405197138 381.7708, 8.0583767872 47.4051814887 382.3908, 8.0583063968 47.4051658393 383.0551, 8.0582360066 47.40515019 383.7637, 8.0581656163 47.4051345405 384.5168, 8.0580952262 47.4051188911 385.3143, 8.058024836 47.4051032416 386.1563, 8.0579544459 47.405087592 387.0429, 8.0578840558 47.4050719424 387.9741, 8.0578136658 47.4050562928 388.95))"
Section #51,"Section #51, 132kV, 'ad400', from Str. #707 Set 44 'AD-P4' to Str. #708 Set 44
                    'AD-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'",POINT Z (8.0594239158 47.4053639816 377.641)
,"Section #51, 132kV, 'ad400', from Str. #707 Set 44 'AD-P4' to Str. #708 Set 44
                    'AD-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'","MULTILINESTRING Z ((8.061013032 47.4057189858 388.85, 8.0609424042 47.4057032083 387.8713, 8.0608717765 47.4056874308 386.9377, 8.0608011488 47.4056716532 386.0489, 8.0607305212 47.4056558756 385.2051, 8.0606598936 47.405640098 384.4061, 8.0605892661 47.4056243203 383.6519, 8.0605186385 47.4056085425 382.9424, 8.0604480111 47.4055927647 382.2776, 8.0603773837 47.4055769869 381.6575, 8.0603067563 47.4055612091 381.082, 8.0602361289 47.4055454311 380.551, 8.0601655016 47.4055296532 380.0647, 8.0600948744 47.4055138752 379.6228, 8.0600242472 47.4054980971 379.2254, 8.05995362 47.4054823191 378.8725, 8.0598829929 47.4054665409 378.564, 8.0598123658 47.4054507627 378.2999, 8.0597417387 47.4054349845 378.0802, 8.0596711117 47.4054192063 377.905, 8.0596004848 47.405403428 377.7741, 8.0595298578 47.4053876496 377.6876, 8.059459231 47.4053718712 377.6454, 8.0593886041 47.4053560928 377.6476, 8.0593179773 47.4053403143 377.6942, 8.0592473506 47.4053245358 377.7851, 8.0591767239 47.4053087572 377.9205, 8.0591060972 47.4052929786 378.1001, 8.0590354706 47.4052772 378.3242, 8.058964844 47.4052614213 378.5927, 8.0588942174 47.4052456426 378.9056, 8.0588235909 47.4052298638 379.263, 8.0587529645 47.405214085 379.6648, 8.0586823381 47.4051983061 380.1111, 8.0586117117 47.4051825272 380.602, 8.0585410853 47.4051667482 381.1373, 8.0584704591 47.4051509692 381.7173, 8.0583998328 47.4051351902 382.3419, 8.0583292066 47.4051194111 383.0111, 8.0582585804 47.405103632 383.725, 8.0581879543 47.4050878528 384.4837, 8.0581173282 47.4050720736 385.2872, 8.0580467022 47.4050562944 386.1355, 8.0579760762 47.4050405151 387.0287, 8.0579054502 47.4050247357 387.9668, 8.0578348243 47.4050089563 388.95))"
Section #52,"Section #52, 132kV, 'ad400', from Str. #708 Set 21 'AG-P1' to Str. #709 Set 21
                    'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'",POINT Z (8.0570207892 47.4049046189 384.7906)
,"Section #52, 132kV, 'ad400', from Str. #708 Set 21 'AG-P1' to Str. #709 Set 21
                    'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'","MULTILINESTRING Z ((8.0578136658 47.4050562928 388.95, 8.057778425 47.4050495515 388.6283, 8.0577431842 47.4050428102 388.3193, 8.0577079435 47.4050360689 388.0231, 8.0576727027 47.4050293276 387.7396, 8.0576374619 47.4050225863 387.4689, 8.0576022212 47.405015845 387.2109, 8.0575669805 47.4050091036 386.9657, 8.0575317397 47.4050023623 386.7332, 8.057496499 47.4049956209 386.5135, 8.0574612583 47.4049888795 386.3064, 8.0574260176 47.4049821382 386.1121, 8.0573907769 47.4049753968 385.9305, 8.0573555362 47.4049686554 385.7616, 8.0573202955 47.4049619139 385.6054, 8.0572850549 47.4049551725 385.4619, 8.0572498142 47.4049484311 385.3312, 8.0572145736 47.4049416896 385.2131, 8.0571793329 47.4049349482 385.1077, 8.0571440923 47.4049282067 385.015, 8.0571088517 47.4049214652 384.935, 8.0570736111 47.4049147237 384.8677, 8.0570383705 47.4049079822 384.8131, 8.0570031299 47.4049012407 384.7712, 8.0569678893 47.4048944992 384.742, 8.0569326487 47.4048877577 384.7254, 8.0568974081 47.4048810161 384.7215, 8.0568621676 47.4048742746 384.7304, 8.056826927 47.404867533 384.7519, 8.0567916865 47.4048607914 384.7861, 8.056756446 47.4048540498 384.8329, 8.0567212054 47.4048473082 384.8925, 8.0566859649 47.4048405666 384.9648, 8.0566507244 47.404833825 385.0497, 8.0566154839 47.4048270834 385.1474, 8.0565802434 47.4048203417 385.2577, 8.056545003 47.4048136001 385.3808, 8.0565097625 47.4048068584 385.5165, 8.056474522 47.4048001167 385.6649, 8.0564392816 47.404793375 385.8261, 8.0564040411 47.4047866333 385.9999, 8.0563688007 47.4047798916 386.1865, 8.0563335603 47.4047731499 386.3858, 8.0562983198 47.4047664082 386.5978, 8.0562630794 47.4047596665 386.8225, 8.056227839 47.4047529247 387.06))"
Section #53,"Section #53, 132kV, 'ad400', from Str. #708 Set 22 'AG-P2' to Str. #709 Set 22
                    'AG-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-med'",POINT Z (8.0570143445 47.4049173328 381.7861)
,"Section #53, 132kV, 'ad400', from Str. #708 Set 22 'AG-P2' to Str. #709 Set 22
                    'AG-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-med'","MULTILINESTRING Z ((8.0578040483 47.4050778094 385.95, 8.0577689485 47.4050706768 385.6279, 8.0577338488 47.4050635443 385.3185, 8.057698749 47.4050564117 385.022, 8.0576636493 47.4050492792 384.7382, 8.0576285495 47.4050421466 384.4671, 8.0575934498 47.405035014 384.2089, 8.0575583501 47.4050278814 383.9634, 8.0575232503 47.4050207488 383.7306, 8.0574881506 47.4050136162 383.5106, 8.057453051 47.4050064836 383.3033, 8.0574179513 47.404999351 383.1088, 8.0573828516 47.4049922183 382.927, 8.0573477519 47.4049850857 382.7579, 8.0573126523 47.404977953 382.6016, 8.0572775526 47.4049708203 382.458, 8.057242453 47.4049636876 382.3271, 8.0572073534 47.4049565549 382.2089, 8.0571722537 47.4049494222 382.1034, 8.0571371541 47.4049422895 382.0107, 8.0571020545 47.4049351568 381.9306, 8.057066955 47.4049280241 381.8633, 8.0570318554 47.4049208913 381.8087, 8.0569967558 47.4049137585 381.7667, 8.0569616562 47.4049066258 381.7375, 8.0569265567 47.404899493 381.721, 8.0568914571 47.4048923602 381.7172, 8.0568563576 47.4048852274 381.7261, 8.0568212581 47.4048780946 381.7477, 8.0567861586 47.4048709617 381.782, 8.0567510591 47.4048638289 381.829, 8.0567159596 47.4048566961 381.8887, 8.0566808601 47.4048495632 381.9611, 8.0566457606 47.4048424303 382.0462, 8.0566106611 47.4048352975 382.1441, 8.0565755617 47.4048281646 382.2546, 8.0565404622 47.4048210317 382.3779, 8.0565053628 47.4048138988 382.5139, 8.0564702634 47.4048067658 382.6626, 8.056435164 47.4047996329 382.824, 8.0564000645 47.4047925 382.9982, 8.0563649651 47.404785367 383.1851, 8.0563298657 47.404778234 383.3847, 8.0562947664 47.4047711011 383.597, 8.056259667 47.4047639681 383.8221, 8.0562245676 47.4047568351 384.06))"
Section #54,"Section #54, 132kV, 'ad400', from Str. #708 Set 23 'AG-P3' to Str. #709 Set 23
                    'AG-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'",POINT Z (8.0570216207 47.4049029092 380.2883)
,"Section #54, 132kV, 'ad400', from Str. #708 Set 23 'AG-P3' to Str. #709 Set 23
                    'AG-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'","MULTILINESTRING Z ((8.0578152046 47.4050528501 385.95, 8.0577799296 47.4050461854 385.5611, 8.0577446547 47.4050395206 385.1851, 8.0577093797 47.4050328558 384.8219, 8.0576741047 47.405026191 384.4714, 8.0576388298 47.4050195262 384.1337, 8.0576035548 47.4050128613 383.8089, 8.0575682799 47.4050061965 383.4967, 8.057533005 47.4049995317 383.1974, 8.0574977301 47.4049928668 382.9108, 8.0574624552 47.4049862019 382.637, 8.0574271803 47.404979537 382.3759, 8.0573919054 47.4049728722 382.1275, 8.0573566305 47.4049662073 381.8919, 8.0573213556 47.4049595423 381.6691, 8.0572860808 47.4049528774 381.4589, 8.0572508059 47.4049462125 381.2615, 8.0572155311 47.4049395475 381.0768, 8.0571802562 47.4049328826 380.9048, 8.0571449814 47.4049262176 380.7455, 8.0571097066 47.4049195526 380.5989, 8.0570744318 47.4049128877 380.465, 8.057039157 47.4049062227 380.3439, 8.0570038822 47.4048995576 380.2354, 8.0569686074 47.4048928926 380.1396, 8.0569333326 47.4048862276 380.0565, 8.0568980579 47.4048795626 379.9861, 8.0568627831 47.4048728975 379.9284, 8.0568275084 47.4048662324 379.8834, 8.0567922336 47.4048595674 379.8511, 8.0567569589 47.4048529023 379.8315, 8.0567216842 47.4048462372 379.8245, 8.0566864095 47.4048395721 379.8303, 8.0566511348 47.404832907 379.8487, 8.0566158601 47.4048262418 379.8798, 8.0565805854 47.4048195767 379.9236, 8.0565453107 47.4048129115 379.9801, 8.0565100361 47.4048062464 380.0493, 8.0564747614 47.4047995812 380.1312, 8.0564394868 47.404792916 380.2258, 8.0564042121 47.4047862508 380.3331, 8.0563689375 47.4047795856 380.4531, 8.0563336629 47.4047729204 380.5857, 8.0562983882 47.4047662552 380.7311, 8.0562631136 47.40475959 380.8892, 8.056227839 47.4047529247 381.06))"
Section #55,"Section #55, 132kV, 'ad400', from Str. #708 Set 25 'AG-P5' to Str. #709 Set 25
                    'AG-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'",POINT Z (8.0570541704 47.4048486848 381.8489)
,"Section #55, 132kV, 'ad400', from Str. #708 Set 25 'AG-P5' to Str. #709 Set 25
                    'AG-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'","MULTILINESTRING Z ((8.0578444418 47.4049874398 385.95, 8.0578093168 47.4049812727 385.6333, 8.0577741918 47.4049751056 385.3292, 8.0577390668 47.4049689385 385.0376, 8.0577039418 47.4049627714 384.7585, 8.0576688168 47.4049566043 384.492, 8.0576336919 47.4049504371 384.2379, 8.0575985669 47.40494427 383.9964, 8.057563442 47.4049381028 383.7673, 8.057528317 47.4049319357 383.5508, 8.0574931921 47.4049257685 383.3468, 8.0574580672 47.4049196013 383.1552, 8.0574229423 47.4049134341 382.9761, 8.0573878173 47.4049072669 382.8095, 8.0573526924 47.4049010997 382.6554, 8.0573175676 47.4048949324 382.5138, 8.0572824427 47.4048887652 382.3846, 8.0572473178 47.4048825979 382.2679, 8.0572121929 47.4048764307 382.1637, 8.0571770681 47.4048702634 382.0719, 8.0571419432 47.4048640961 381.9926, 8.0571068184 47.4048579288 381.9258, 8.0570716935 47.4048517615 381.8714, 8.0570365687 47.4048455942 381.8294, 8.0570014439 47.4048394269 381.8, 8.0569663191 47.4048332595 381.783, 8.0569311943 47.4048270922 381.7784, 8.0568960695 47.4048209248 381.7863, 8.0568609447 47.4048147575 381.8067, 8.0568258199 47.4048085901 381.8395, 8.0567906952 47.4048024227 381.8848, 8.0567555704 47.4047962553 381.9425, 8.0567204456 47.4047900879 382.0127, 8.0566853209 47.4047839205 382.0953, 8.0566501962 47.404777753 382.1904, 8.0566150714 47.4047715856 382.298, 8.0565799467 47.4047654181 382.4181, 8.056544822 47.4047592507 382.5506, 8.0565096973 47.4047530832 382.6956, 8.0564745726 47.4047469157 382.853, 8.0564394479 47.4047407482 383.023, 8.0564043232 47.4047345807 383.2054, 8.0563691985 47.4047284132 383.4003, 8.0563340739 47.4047222456 383.6077, 8.0562989492 47.4047160781 383.8276, 8.0562638246 47.4047099105 384.06))"
Section #56,"Section #56, 132kV, 'ad400', from Str. #708 Set 26 'AG-P6' to Str. #709 Set 26
                    'AG-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'",POINT Z (8.0570470182 47.4048631318 380.3443)
,"Section #56, 132kV, 'ad400', from Str. #708 Set 26 'AG-P6' to Str. #709 Set 26
                    'AG-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'","MULTILINESTRING Z ((8.0578332855 47.405012399 385.95, 8.0577983357 47.4050057641 385.566, 8.0577633859 47.4049991293 385.1946, 8.0577284361 47.4049924944 384.8358, 8.0576934864 47.4049858596 384.4896, 8.0576585366 47.4049792247 384.1559, 8.0576235868 47.4049725898 383.8348, 8.0575886371 47.4049659549 383.5262, 8.0575536874 47.40495932 383.2302, 8.0575187376 47.4049526851 382.9467, 8.0574837879 47.4049460502 382.6757, 8.0574488382 47.4049394152 382.4173, 8.0574138885 47.4049327803 382.1713, 8.0573789388 47.4049261453 381.9379, 8.0573439891 47.4049195103 381.717, 8.0573090394 47.4049128753 381.5087, 8.0572740898 47.4049062404 381.3128, 8.0572391401 47.4048996053 381.1294, 8.0572041905 47.4048929703 380.9585, 8.0571692408 47.4048863353 380.8001, 8.0571342912 47.4048797003 380.6542, 8.0570993416 47.4048730652 380.5207, 8.0570643919 47.4048664302 380.3998, 8.0570294423 47.4048597951 380.2913, 8.0569944927 47.40485316 380.1953, 8.0569595431 47.4048465249 380.1118, 8.0569245936 47.4048398898 380.0407, 8.056889644 47.4048332547 379.9821, 8.0568546944 47.4048266196 379.936, 8.0568197449 47.4048199845 379.9024, 8.0567847953 47.4048133493 379.8812, 8.0567498458 47.4048067142 379.8725, 8.0567148963 47.404800079 379.8762, 8.0566799467 47.4047934438 379.8925, 8.0566449972 47.4047868087 379.9212, 8.0566100477 47.4047801735 379.9623, 8.0565750982 47.4047735383 380.0159, 8.0565401487 47.404766903 380.082, 8.0565051993 47.4047602678 380.1606, 8.0564702498 47.4047536326 380.2517, 8.0564353003 47.4047469973 380.3552, 8.0564003509 47.4047403621 380.4712, 8.0563654014 47.4047337268 380.5997, 8.056330452 47.4047270915 380.7406, 8.0562955026 47.4047204562 380.8941, 8.0562605532 47.4047138209 381.06))"
